epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
114,9388.99,0.66501,0.34055,0.87501,0.87303,0.85134,0.89411,0.64343,1.01694,0.71718,1.12989,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626
115,9471.09,0.67142,0.34415,0.87412,0.85518,0.87136,0.89397,0.64227,1.01805,0.71925,1.13223,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428
116,9555.16,0.67397,0.34556,0.87996,0.85224,0.87322,0.88766,0.63654,1.01437,0.71999,1.13304,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
117,9640.39,0.6567,0.33294,0.86968,0.85684,0.86825,0.88449,0.64073,1.0138,0.7207,1.12985,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032
118,9722.01,0.66207,0.32967,0.87748,0.85518,0.87278,0.89482,0.64591,1.00854,0.70613,1.12095,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834
119,9808.18,0.64541,0.33056,0.86975,0.85906,0.8657,0.88654,0.64027,1.01618,0.73198,1.133,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636
120,9893.22,0.65971,0.3332,0.87362,0.86444,0.85643,0.88259,0.63565,1.018,0.73095,1.12723,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438
121,9974.45,0.64812,0.32671,0.87178,0.86122,0.87272,0.88755,0.64133,1.02127,0.72253,1.1404,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
122,10054.1,0.64919,0.32739,0.86692,0.85885,0.87609,0.88629,0.64042,1.01403,0.71834,1.12949,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042
123,10138.8,0.64946,0.32408,0.8623,0.86145,0.86441,0.88703,0.64318,1.01186,0.72811,1.13033,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844
124,10222,0.64863,0.32934,0.87404,0.86065,0.86692,0.88585,0.64157,1.00895,0.7309,1.12883,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646
125,10303,0.63446,0.32321,0.86946,0.86761,0.86674,0.88535,0.64083,1.00909,0.7109,1.12651,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
126,10387.7,0.63667,0.31791,0.86983,0.87336,0.85502,0.88619,0.63903,1.01031,0.72841,1.1245,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
